MOVIE_NM,DRCTR_NM,MAKR_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,VIEWNG_NMPR_CO,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM,CRITIC_RT,VIEWER_RT,YEAR,MONTH,DISTB_CMPNY_COUNT,SUCCESS
베르나르다 알바,연태흠,(주)브이컴퍼니,['(주)트리플픽쳐스'],20210428,개봉영화,장편,한국,25.0,566.0,355.0,공연,15세이상관람가,일반영화,6.0,9.04,2021,04,1,0.0
비와 당신의 이야기,조진모,(주)아지트필름,"['소니픽쳐스엔터테인먼트코리아주식회사극장배급지점', '(주)키다리이엔티']",20210428,개봉영화,장편,한국,956.0,83528.0,23481.0,드라마,전체관람가,일반영화,5.4,6.74,2021,04,2,1.0
"좋은 빛, 좋은 공기",임흥순,반달,['(주)엣나인필름'],20210428,개봉영화,장편,한국,62.0,1765.0,1251.0,다큐멘터리,12세이상관람가,독립/예술영화,7.0,7.41,2021,04,1,1.0
극장판 콩순이: 장난감나라 대모험,이선명,(주)모꼬지,['(주)넥스트엔터테인먼트월드(NEW)'],20210505,개봉영화,장편,한국,690.0,74592.0,12539.0,애니메이션,전체관람가,일반영화,6.0,8.84,2021,05,1,1.0
베르테르,조광하,(주)씨제이이엔엠,['CGV ICECON'],20210505,개봉영화,장편,한국,68.0,12646.0,4585.0,뮤지컬,12세이상관람가,일반영화,5.59,7.44,2021,05,1,1.0
아이들은 즐겁다,이지원,(주)영화사울림,"['메가박스중앙(주)플러스엠', '(주)영화사울림']",20210505,개봉영화,장편,한국,445.0,18163.0,5986.0,드라마,전체관람가,독립/예술영화,6.6,9.36,2021,05,2,1.0
학교 가는 길,김정인,(주)마로스튜디오,['(주)영화사 진진'],20210505,개봉영화,장편,한국,90.0,13530.0,8169.0,다큐멘터리,12세이상관람가,독립/예술영화,5.59,7.44,2021,05,1,1.0
내겐 너무 소중한 너,"이창원,권성모",(주)파인스토리,['(주)파인스토리'],20210512,개봉영화,장편,한국,449.0,22342.0,4765.0,드라마,12세이상관람가,독립/예술영화,5.0,9.24,2021,05,1,1.0
아들의 이름으로,이정국,영화사 혼,['(주)엣나인필름'],20210512,개봉영화,장편,한국,423.0,23431.0,7528.0,드라마,12세이상관람가,독립/예술영화,5.0,6.58,2021,05,1,1.0
"2021 스웨그 에이지 : 외쳐, 조선!","우진하,곽기영",(주)피엘종합기획,['(주)위즈온센'],20210513,개봉영화,장편,한국,34.0,3371.0,2107.0,뮤지컬,12세이상관람가,일반영화,5.59,8.32,2021,05,1,1.0
범털 2: 쩐의 전쟁,강태호,(주)피터팬픽쳐스,['(주)피터팬픽쳐스'],20210513,개봉영화,장편,한국,30.0,3783.0,2269.0,범죄,15세이상관람가,일반영화,5.59,4.73,2021,05,1,1.0
스쿨 오브 락(樂),강호준,(주)콘텐츠나무,['(주)드림팩트엔터테인먼트'],20210513,개봉영화,장편,한국,7.0,324.0,251.0,다큐멘터리,전체관람가,독립/예술영화,5.59,8.8,2021,05,1,0.0
소리에 놀라지 않는 사자처럼,윤성준,스튜디오 에이에이,['(주)드림팩트엔터테인먼트'],20210519,개봉영화,장편,한국,8.0,130.0,23.0,다큐멘터리,전체관람가,일반영화,5.0,6.44,2021,05,1,0.0
혼자 사는 사람들,홍성은,한국영화아카데미,['주식회사 더쿱'],20210519,개봉영화,장편,한국,159.0,10517.0,5822.0,드라마,12세이상관람가,독립/예술영화,6.71,8.08,2021,05,1,1.0
신비아파트 뮤지컬 시즌3 : 뱀파이어왕의 비밀,김종해,(주)씨제이이엔엠,['(주)씨제이이엔엠'],20210522,개봉영화,장편,한국,55.0,2325.0,414.0,공연,전체관람가,일반영화,5.59,7.44,2021,05,1,1.0
아르코 라이브 뮤지컬 인사이드 윌리엄,감독명 누락,한국문화예술위원회,['(주)아이디어랩'],20210526,개봉영화,장편,한국,14.0,751.0,493.0,공연,전체관람가,일반영화,5.59,7.44,2021,05,1,0.0
파이프라인,유하,(주)곰픽쳐스,"['메가박스중앙(주)플러스엠', '(주)리틀빅픽쳐스']",20210526,개봉영화,장편,한국,777.0,96293.0,26416.0,범죄,15세이상관람가,일반영화,5.0,6.16,2021,05,2,1.0
인트로덕션,홍상수,(주)영화제작전원사,"['(주)영화제작전원사 ', '(주)콘텐츠판다']",20210527,개봉영화,장편,한국,91.0,2651.0,1837.0,기타,12세이상관람가,독립/예술영화,7.67,7.23,2021,05,2,1.0
네가 내가 되었으면 좋겠다,김충길,주식회사 씨엠닉스,['주식회사 씨엠닉스'],20210601,개봉영화,장편,한국,1.0,280.0,41.0,기타,12세이상관람가,독립/예술영화,2.0,8.11,2021,06,1,0.0
전주에서 길을 묻다,진승현,(주)진진엔터테인먼트필름,['주식회사 씨엠닉스'],20210601,개봉영화,장편,한국,1.0,360.0,124.0,드라마,12세이상관람가,독립/예술영화,5.59,7.55,2021,06,1,0.0
까치발,권우정,다큐이야기,['(주)시네마달'],20210603,개봉영화,장편,한국,27.0,975.0,559.0,다큐멘터리,12세이상관람가,독립/예술영화,6.25,8.19,2021,06,1,1.0
포겟 미 낫-엄마에게 쓰는 편지,신선희,(주)민치앤필름,['커넥트픽쳐스(주)'],20210603,개봉영화,장편,한국,33.0,878.0,664.0,다큐멘터리,12세이상관람가,독립/예술영화,7.0,8.33,2021,06,1,0.0
B급 청춘,민채연,유한회사 영화사 반딧불,['유한회사 영화사 반딧불'],20210616,개봉영화,장편,한국,5.0,18.0,1.0,드라마,15세이상관람가,독립/예술영화,5.59,5.75,2021,06,1,0.0
"식물카페, 온정",최창환,매치컷(주),['매치컷(주)'],20210624,개봉영화,장편,한국,19.0,410.0,219.0,기타,전체관람가,독립/예술영화,5.17,6.82,2021,06,1,0.0
열아홉,우경희,K'arts,['(주)리틀빅픽쳐스'],20210630,개봉영화,장편,한국,26.0,310.0,249.0,드라마,15세이상관람가,독립/예술영화,5.29,7.31,2021,06,1,0.0
우리는 매일매일,강유가람,영희야 놀자,['㈜인디스토리'],20210630,개봉영화,장편,한국,30.0,468.0,429.0,다큐멘터리,12세이상관람가,독립/예술영화,6.33,7.95,2021,06,1,0.0
저승보다 낯선,여균동,우사유필름,['(주)스튜디오 보난자'],20210630,개봉영화,장편,한국,9.0,58.0,50.0,드라마,15세이상관람가,독립/예술영화,5.0,8.75,2021,06,1,0.0
좀비크러쉬: 헤이리,장현상,GATE6,['필름다빈'],20210630,개봉영화,장편,한국,23.0,171.0,135.0,코미디,15세이상관람가,독립/예술영화,4.67,4.88,2021,06,1,0.0
마네킹,김문옥,스마일픽쳐스,['스마일픽쳐스'],2021-07-,개봉영화,장편,한국,1.0,46.0,46.0,공포(호러),15세이상관람가,독립/예술영화,5.59,7.44,2021,07,1,0.0
보통날,"김예나,박규은,이미소",주식회사 씨엠닉스,['주식회사 씨엠닉스'],2021-07-,개봉영화,장편,한국,1.0,98.0,98.0,드라마,15세이상관람가,독립/예술영화,5.59,8.0,2021,07,1,0.0
샤먼 로드,최상진,강 컨텐츠,['강 컨텐츠'],2021-07-,개봉영화,장편,한국,5.0,884.0,407.0,다큐멘터리,12세이상관람가,독립/예술영화,5.59,9.58,2021,07,1,0.0
영면,"이승호,서오름,방성훈,이세영",주식회사 씨엠닉스,['주식회사 씨엠닉스'],2021-07-,개봉영화,장편,한국,1.0,57.0,57.0,드라마,12세이상관람가,독립/예술영화,5.59,8.5,2021,07,1,0.0
사랑인가 바,민채연,유한회사 영화사 반딧불,['유한회사 영화사 반딧불'],2021-08-,개봉영화,장편,한국,5.0,18.0,2.0,멜로/로맨스,12세이상관람가,독립/예술영화,5.59,7.44,2021,08,1,0.0
사제로부터 온 편지,최종태,(주)영화사소요,['(주)드림팩트엔터테인먼트'],2021-08-,개봉영화,장편,한국,4.0,118.0,19.0,다큐멘터리,전체관람가,독립/예술영화,5.0,8.36,2021,08,1,0.0
숏버스 감성행,"강인석,안다훈,박경진",(주)퍼니콘,"['언더식스티', '(주)퍼니콘']",2021-08-,개봉영화,옴니버스,한국,14.0,464.0,297.0,멜로/로맨스,12세이상관람가,독립/예술영화,5.59,8.3,2021,08,2,0.0
숲의 비명 : 사라진 사람들,전혜림,"(주)트리필름,(주)포레스트필름",['(주)트리필름'],2021-08-,개봉영화,장편,한국,6.0,171.0,106.0,공포(호러),15세이상관람가,독립/예술영화,5.59,3.92,2021,08,1,0.0
캐논볼,정승민,디포커스필름,['(주)이놀미디어'],2021-08-,개봉영화,장편,한국,12.0,349.0,282.0,드라마,12세이상관람가,독립/예술영화,6.0,8.11,2021,08,1,0.0
그대 너머에,박홍민,농부영화사,['농부영화사'],2021-09-,개봉영화,장편,한국,12.0,793.0,599.0,멜로/로맨스,전체관람가,독립/예술영화,6.75,7.96,2021,09,1,0.0
꿈꾸는 고양이,"지원,강민현",시네마 달래,['아이 엠'],2021-09-,개봉영화,장편,한국,19.0,628.0,292.0,다큐멘터리,전체관람가,독립/예술영화,5.4,9.86,2021,09,1,0.0
디스 아메리카노,권유주,주식회사 씨엠닉스,['주식회사 씨엠닉스'],2021-09-,개봉영화,장편,한국,1.0,22.0,22.0,드라마,15세이상관람가,독립/예술영화,4.0,8.43,2021,09,1,0.0
묵향,정구호,(주)케빈앤컴퍼니,['(주)케빈앤컴퍼니'],2021-09-,개봉영화,장편,한국,14.0,242.0,143.0,공연,전체관람가,일반영화,5.59,8.33,2021,09,1,0.0
숏버스 기묘행,"현명우,유정수,김지산,이용섭,전윤수,오현도",(주)퍼니콘,"['언더식스티', '(주)퍼니콘']",2021-09-,개봉영화,옴니버스,한국,15.0,72.0,44.0,미스터리,15세이상관람가,독립/예술영화,5.59,9.14,2021,09,2,0.0
창극 패왕별희,우싱궈,(주)케빈앤컴퍼니,['(주)케빈앤컴퍼니'],2021-09-,개봉영화,장편,한국,15.0,170.0,92.0,공연,전체관람가,일반영화,5.59,7.75,2021,09,1,0.0
뫼비우스,"김영,황형근,최영주,이소연",주식회사 씨엠닉스,['주식회사 씨엠닉스'],2021-10-,개봉영화,옴니버스,한국,1.0,734.0,734.0,드라마,12세이상관람가,독립/예술영화,5.59,6.5,2021,10,1,0.0
바람아 안개를 걷어가다오,신동민,(주)모쿠슈라,['(주)모쿠슈라'],2021-10-,개봉영화,장편,한국,22.0,410.0,345.0,드라마,12세이상관람가,독립/예술영화,6.5,7.75,2021,10,1,0.0
보는 것을 사랑한다,윤기형,고양이구름 필름,['(주)드림팩트엔터테인먼트'],2021-10-,개봉영화,장편,한국,8.0,265.0,109.0,다큐멘터리,전체관람가,독립/예술영화,5.67,9.0,2021,10,1,0.0
사상,박배일,오지필름,['(주)시네마달'],2021-10-,개봉영화,장편,한국,16.0,623.0,513.0,다큐멘터리,12세이상관람가,독립/예술영화,6.2,6.8,2021,10,1,0.0
숏버스 섬뜩행,"강다연,전민혁,김상규,임의준",(주)퍼니콘,"['언더식스티', '(주)퍼니콘']",2021-10-,개봉영화,옴니버스,한국,13.0,187.0,98.0,드라마,15세이상관람가,독립/예술영화,5.0,7.38,2021,10,2,0.0
양방언과 국립국악관현악단-인투 더 라이트,양방언,"문화체육관광부 국립극장,국립국악관현악단",['(주)케빈앤컴퍼니'],2021-10-,개봉영화,장편,한국,12.0,52.0,28.0,공연,전체관람가,일반영화,5.59,7.44,2021,10,1,0.0
울림의 탄생,이정준,스튜디오 홍시,['영화배급협동조합 씨네소파'],2021-10-,개봉영화,장편,한국,7.0,405.0,157.0,다큐멘터리,전체관람가,독립/예술영화,6.0,9.18,2021,10,1,0.0
피치 오브 타임 극장판,장의순,"실크우드,(주)리틀빅픽쳐스","['한양제작소', '(주)리틀빅픽쳐스']",2021-10-,개봉영화,장편,한국,5.0,158.0,146.0,멜로/로맨스,12세이상관람가,일반영화,3.0,7.35,2021,10,2,0.0
1984 최동원,조은성,"(주)영화사진,엠앤씨에프",['(주)트리플픽쳐스'],2021-11-,개봉영화,장편,한국,172.0,316.0,147.0,다큐멘터리,전체관람가,독립/예술영화,6.0,8.93,2021,11,1,0.0
로또쉐어,소재익,(주)지티지그룹,['와이드 릴리즈(주)'],2021-11-,개봉영화,장편,한국,20.0,687.0,365.0,스릴러,15세이상관람가,일반영화,3.0,5.44,2021,11,1,0.0
무녀도,안재훈,(주)연필로명상하기,['(주)씨네필운'],2021-11-,개봉영화,장편,한국,49.0,467.0,199.0,뮤지컬,12세이상관람가,일반영화,6.5,9.0,2021,11,1,0.0
보조바퀴,이주예,주식회사 필름초이스,['주식회사 필름초이스'],2021-11-,개봉영화,장편,한국,1.0,49.0,35.0,드라마,전체관람가,독립/예술영화,6.0,8.25,2021,11,1,0.0
숏버스 감독행,"최진영,현승휘,서정미,김건휘,이상빈",(주)퍼니콘,"['언더식스티', '(주)퍼니콘']",2021-11-,개봉영화,옴니버스,한국,14.0,121.0,93.0,드라마,15세이상관람가,독립/예술영화,5.59,9.15,2021,11,2,0.0
아워 미드나잇,임정은,화목한영화사,['필름다빈'],2021-11-,개봉영화,장편,한국,50.0,667.0,274.0,드라마,12세이상관람가,독립/예술영화,6.5,8.0,2021,11,1,0.0
왕십리 김종분,김진열,㈜인디스토리,['㈜인디스토리'],2021-11-,개봉영화,장편,한국,32.0,770.0,603.0,다큐멘터리,12세이상관람가,독립/예술영화,6.29,9.18,2021,11,1,0.0
핫 블러드,신재명,(주)하늬바람,['(주)제이앤씨미디어그룹'],2021-11-,개봉영화,장편,한국,52.0,48.0,4.0,액션,15세이상관람가,독립/예술영화,5.59,7.24,2021,11,1,0.0
기억의 시간,황경성,(주)컨택트미디어,['(주)컨택트미디어'],2021-12-,개봉영화,장편,한국,6.0,445.0,288.0,멜로/로맨스,12세이상관람가,일반영화,5.59,7.6,2021,12,1,0.0
기우제,권하,묘명동화,['(주)에스와이코마드'],2021-12-,개봉영화,장편,한국,4.0,256.0,221.0,드라마,15세이상관람가,독립/예술영화,5.59,9.13,2021,12,1,0.0
긴 하루,조성규,(주)와우,['하준사'],2021-12-,개봉영화,장편,한국,12.0,149.0,118.0,드라마,12세이상관람가,독립/예술영화,4.0,5.5,2021,12,1,0.0
꽃손,권순중,씨엠지초록별,['(주)에스와이코마드'],2021-12-,개봉영화,장편,한국,5.0,330.0,326.0,드라마,전체관람가,독립/예술영화,5.59,6.0,2021,12,1,0.0
사막을 건너 호수를 지나,"박소현,송영윤",보리와 메루,['영화배급협동조합 씨네소파'],2021-12-,개봉영화,장편,한국,12.0,204.0,127.0,다큐멘터리,전체관람가,독립/예술영화,5.0,8.0,2021,12,1,0.0
숏버스 배우행,"이건휘,김내리,황지현,서태범,황재필,김효준",서울국제초단편영화제,"['언더식스티', '(주)퍼니콘']",2021-12-,개봉영화,옴니버스,한국,16.0,171.0,93.0,드라마,12세이상관람가,독립/예술영화,5.59,8.92,2021,12,2,0.0
우리는 이별에 서툴러서,"이현지,이건욱,박동기,민병채",주식회사 씨엠닉스,['주식회사 씨엠닉스'],2021-12-,개봉영화,장편,한국,3.0,244.0,138.0,드라마,12세이상관람가,독립/예술영화,5.59,7.0,2021,12,1,0.0
이상존재,차진우,"(주)아크메,(주)드림팩트엔터테인먼트",['(주)드림팩트엔터테인먼트'],2021-12-,개봉영화,장편,한국,53.0,349.0,55.0,공포(호러),15세이상관람가,독립/예술영화,4.0,4.22,2021,12,1,0.0
총을 들지 않는 사람들: 금기에 도전,김환태,다큐이야기,['(주)스튜디오 보난자'],2021-12-,개봉영화,장편,한국,9.0,451.0,369.0,다큐멘터리,12세이상관람가,독립/예술영화,8.0,5.92,2021,12,1,0.0
타이거마스크,염정원,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)","['(주)그노스', '(주)다날엔터테인먼트']",2021-12-,개봉영화,장편,한국,36.0,190.0,33.0,코미디,12세이상관람가,일반영화,5.59,5.15,2021,12,2,0.0
걸 위드 더 카메라,안희수,제작사 미상,['(주)영화사 그램'],2022-01-,개봉영화,장편,한국,11.0,330.0,269.0,다큐멘터리,12세이상관람가,독립/예술영화,5.25,9.78,2022,01,1,0.0
"천년의 노래, 리버스",성유진,문화체육관광부 국립극장,['(주)이놀미디어'],2022-01-,개봉영화,장편,한국,10.0,349.0,238.0,공연,전체관람가,일반영화,5.59,10.0,2022,01,1,0.0
트로트는 인생이다,투케이,㈜드림스테이션,['시네마 뉴원'],2022-01-,개봉영화,장편,한국,8.0,122.0,78.0,코미디,15세이상관람가,독립/예술영화,3.0,6.88,2022,01,1,0.0
효자,이훈국,"영화사 틈,(주)모그픽쳐스",['(주)드림팩트엔터테인먼트'],2022-01-,개봉영화,장편,한국,16.0,630.0,482.0,코미디,15세이상관람가,독립/예술영화,5.59,9.13,2022,01,1,0.0
대한민국 대통령,배상국,(주)바보들,['(주)라이크콘텐츠'],2022-02-,개봉영화,장편,한국,22.0,431.0,256.0,다큐멘터리,전체관람가,독립/예술영화,4.83,7.87,2022,02,1,0.0
미인,홍태선,"필름에이픽쳐스,한국영상대학교",['필름에이픽쳐스'],2022-02-,개봉영화,장편,한국,5.0,275.0,133.0,다큐멘터리,전체관람가,독립/예술영화,4.0,6.75,2022,02,1,0.0
보드랍게,박문칠,(사)정신대할머니와함께하는시민모임,['(주)인디플러그'],2022-02-,개봉영화,장편,한국,20.0,944.0,725.0,다큐멘터리,전체관람가,독립/예술영화,6.4,9.25,2022,02,1,1.0
온 세상이 하얗다,김지석,(주)소셜프로덕션,['(주)트리플픽쳐스'],2022-02-,개봉영화,장편,한국,18.0,605.0,398.0,멜로/로맨스,15세이상관람가,독립/예술영화,6.0,8.38,2022,02,1,0.0
창극 변강쇠 점 찍고 옹녀,고선웅,문화체육관광부 국립극장,['(주)이놀미디어'],2022-02-,개봉영화,장편,한국,13.0,368.0,207.0,공연,15세이상관람가,일반영화,5.59,6.2,2022,02,1,0.0
축복의 집,박희권,(주)고앤고필름,['필름다빈'],2022-02-,개봉영화,장편,한국,17.0,854.0,604.0,가족,12세이상관람가,독립/예술영화,6.5,7.75,2022,02,1,0.0
가무악칠채,"손인영,이재화",문화체육관광부 국립극장,['(주)케빈앤컴퍼니'],2022-03-,개봉영화,장편,한국,10.0,337.0,269.0,공연,전체관람가,일반영화,5.59,10.0,2022,03,1,0.0
곡녀,정인철,대성필름,['시네마 뉴원'],2022-03-,개봉영화,장편,한국,7.0,110.0,103.0,드라마,12세이상관람가,독립/예술영화,1.0,6.4,2022,03,1,0.0
아이돌레시피,이호성,주식회사 스태프이데아,['(주)드림팩트엔터테인먼트'],2022-03-,개봉영화,장편,한국,11.0,140.0,68.0,코미디,15세이상관람가,독립/예술영화,5.59,6.84,2022,03,1,0.0
역할들,연송하,쉼표,['쉼표'],2022-03-,개봉영화,장편,한국,5.0,216.0,210.0,드라마,12세이상관람가,독립/예술영화,5.59,9.07,2022,03,1,0.0
테이블 매너,박장운,영화사 새삶,['주식회사 씨엠닉스'],2022-03-,개봉영화,장편,한국,4.0,116.0,18.0,드라마,15세이상관람가,독립/예술영화,5.59,6.33,2022,03,1,0.0
하로동선,김시우,(주)나인테일즈코리아,['주식회사 블루필름웍스'],2022-03-,개봉영화,장편,한국,23.0,546.0,216.0,드라마,15세이상관람가,독립/예술영화,3.0,7.67,2022,03,1,0.0
3.5교시,유희정,(주)써니엔터테인먼트,['(주)드림팩트엔터테인먼트'],2022-04-,개봉영화,장편,한국,6.0,1.0,1.0,미스터리,12세이상관람가,독립/예술영화,5.59,5.89,2022,04,1,0.0
불도저에 탄 소녀,박이웅,(주)고집스튜디오,['트윈플러스파트너스(주)'],2022-04-,개봉영화,장편,한국,203.0,130.0,30.0,드라마,15세이상관람가,독립/예술영화,5.5,7.2,2022,04,1,0.0
태어나길 잘했어,최진영,대장정,['그린나래미디어(주)'],2022-04-,개봉영화,장편,한국,50.0,715.0,399.0,드라마,12세이상관람가,독립/예술영화,5.67,8.13,2022,04,1,0.0
평평남녀,김수정,"브릿지 프로덕션,냉이영화",['영화배급협동조합 씨네소파'],2022-04-,개봉영화,장편,한국,30.0,596.0,280.0,드라마,12세이상관람가,독립/예술영화,5.5,5.8,2022,04,1,0.0
헝거,강다연,영화사 케디필름,"['(주)디오시네마', '(주)태양미디어그룹']",2022-04-,개봉영화,장편,한국,20.0,160.0,57.0,SF,12세이상관람가,독립/예술영화,5.5,6.67,2022,04,2,0.0
마지막부자 최준,장태령,주식회사 케이엠스타,['주식회사 케이엠스타'],2022-05-,개봉영화,장편,한국,1.0,220.0,220.0,드라마,12세이상관람가,일반영화,5.59,7.44,2022,05,1,0.0
명색이 아프레걸,김광보,문화체육관광부 국립극장,['(주)케빈앤컴퍼니'],2022-05-,개봉영화,장편,한국,9.0,81.0,50.0,공연,전체관람가,일반영화,5.59,10.0,2022,05,1,0.0
쏴!쏴!쏴!쏴!탕,김재한,상남영화제작소,['상남영화제작소'],2022-05-,개봉영화,장편,한국,3.0,223.0,22.0,드라마,12세이상관람가,독립/예술영화,5.59,5.89,2022,05,1,0.0
액션동자,최영민,수리수리마수리,['(주)드림팩트엔터테인먼트'],2022-05-,개봉영화,장편,한국,9.0,374.0,240.0,액션,전체관람가,독립/예술영화,5.0,8.73,2022,05,1,0.0
영희,차상민,주식회사 씨엠닉스,['주식회사 씨엠닉스'],2022-05-,개봉영화,장편,한국,4.0,578.0,24.0,코미디,15세이상관람가,독립/예술영화,5.59,6.47,2022,05,1,0.0
인연을 긋다,이정섭,(주)해오름이앤티,['시네마 뉴원'],2022-05-,개봉영화,장편,한국,12.0,280.0,245.0,드라마,12세이상관람가,일반영화,6.0,6.22,2022,05,1,0.0
"허황옥 3일, 잃어버린 2천 년의 기억",진재운,(주)KNN,['(주)영화사 그램'],2022-05-,개봉영화,장편,한국,21.0,783.0,265.0,다큐멘터리,전체관람가,독립/예술영화,6.0,6.0,2022,05,1,0.0
#해시태그,이상식,(주)더존크리에이티브,['(주)더존크리에이티브'],2022-06-,개봉영화,장편,한국,8.0,173.0,118.0,공연,12세이상관람가,일반영화,5.59,7.44,2022,06,1,0.0
갓길로 달리는 코뿔소,황동석,"A18픽쳐스,(주)26컴퍼니",['(주)26컴퍼니'],2022-06-,개봉영화,장편,한국,6.0,365.0,185.0,드라마,15세이상관람가,독립/예술영화,6.0,9.38,2022,06,1,0.0
"괴물, 유령, 자유인",홍지영,제작사 미상,['(주)스튜디오 보난자'],2022-06-,개봉영화,장편,한국,13.0,551.0,469.0,SF,15세이상관람가,독립/예술영화,5.59,7.26,2022,06,1,0.0
그대라는기억 연숙씨,심미희,드림채널,"['(주)드림팩트엔터테인먼트', '주식회사 블루필름웍스']",2022-06-,개봉영화,장편,한국,20.0,794.0,443.0,다큐멘터리,전체관람가,독립/예술영화,5.0,9.16,2022,06,2,0.0
꼭두각시,이상식,(주)더존크리에이티브,['(주)더존크리에이티브'],2022-06-,개봉영화,장편,한국,6.0,36.0,24.0,공연,12세이상관람가,일반영화,5.59,7.44,2022,06,1,0.0
대가리2-학교무림,이수성,㈜리필름,['(주)케이알씨지'],2022-06-,개봉영화,장편,한국,1.0,1.0,1.0,액션,15세이상관람가,일반영화,5.59,4.07,2022,06,1,0.0
대가리3-일진후배들,이수성,㈜리필름,['(주)케이알씨지'],2022-06-,개봉영화,장편,한국,1.0,1.0,1.0,액션,15세이상관람가,일반영화,5.59,7.44,2022,06,1,0.0
두개의 눈,박우재,문화체육관광부 국립극장,['(주)이놀미디어'],2022-06-,개봉영화,장편,한국,9.0,205.0,182.0,공연,전체관람가,일반영화,5.59,5.5,2022,06,1,0.0
보통의 용기,구민정,KBS,['(주)드림팩트엔터테인먼트'],2022-06-,개봉영화,장편,한국,7.0,163.0,159.0,다큐멘터리,전체관람가,일반영화,6.0,8.48,2022,06,1,0.0
아부쟁이,황승재,(주)해오름이앤티,['시네마 뉴원'],2022-06-,개봉영화,장편,한국,41.0,896.0,411.0,액션,15세이상관람가,일반영화,5.59,5.89,2022,06,1,0.0
우스운게 딱! 좋아!,"김현,정혜연",제작사 미상,['필름다빈'],2022-06-,개봉영화,옴니버스,한국,14.0,658.0,563.0,드라마,15세이상관람가,독립/예술영화,6.0,7.26,2022,06,1,0.0
이상한 나라의 아빠,이상식,(주)더존크리에이티브,['(주)더존크리에이티브'],2022-06-,개봉영화,장편,한국,9.0,217.0,122.0,뮤지컬,전체관람가,일반영화,5.59,7.44,2022,06,1,0.0
스파이형 모델,김영일,워스트케이스 시나리오,['주식회사 씨엠닉스'],2022-07-,개봉영화,장편,한국,3.0,111.0,58.0,SF,15세이상관람가,독립/예술영화,5.59,7.0,2022,07,1,0.0
내가 못 나가는 것도 아닌데,김충길,김충길 필름,['김충길 필름'],2022-08-,개봉영화,장편,한국,4.0,48.0,27.0,드라마,12세이상관람가,독립/예술영화,5.59,7.82,2022,08,1,0.0
오싹한 동거,황경성,(주)컨택트미디어,['(주)컨택트미디어'],2022-08-,개봉영화,장편,한국,5.0,542.0,481.0,멜로/로맨스,12세이상관람가,일반영화,5.59,7.44,2022,08,1,0.0
인플루엔자,황준하,아이 엠,['아이 엠'],2022-08-,개봉영화,장편,한국,15.0,534.0,414.0,드라마,15세이상관람가,독립/예술영화,5.5,6.91,2022,08,1,0.0
작은새와 돼지씨,김새봄,레드펀트,['필름다빈'],2022-08-,개봉영화,장편,한국,9.0,525.0,416.0,다큐멘터리,전체관람가,독립/예술영화,5.8,9.2,2022,08,1,0.0
콘서트를 지켜라,"이미리,설민아",(주)캐리소프트,['롯데컬처웍스(주)롯데엔터테인먼트'],2022-08-,개봉영화,장편,한국,19.0,710.0,460.0,공연,전체관람가,일반영화,5.59,7.0,2022,08,1,0.0
테이크 오프: 파도위에 서다,강대희,"데이 나이트 컴퍼니,(주)프레임픽쳐스",['(주)아우라픽처스'],2022-08-,개봉영화,장편,한국,4.0,169.0,151.0,드라마,12세이상관람가,독립/예술영화,5.0,7.54,2022,08,1,0.0
투란도트 어둠의 왕국,김시우,(주)나인테일즈코리아,['주식회사 블루필름웍스'],2022-08-,개봉영화,장편,한국,18.0,966.0,197.0,뮤지컬,12세이상관람가,일반영화,5.0,9.44,2022,08,1,1.0
2차 송환,김동원,푸른영상,['(주)시네마달'],2022-09-,개봉영화,장편,한국,16.0,415.0,373.0,다큐멘터리,12세이상관람가,독립/예술영화,8.2,6.44,2022,09,1,0.0
EBS친구들 씽씽 댄스파티,감독명 누락,한국교육방송공사 EBS,['(주)에픽캔'],2022-09-,개봉영화,장편,한국,1.0,60.0,22.0,가족,전체관람가,일반영화,5.59,7.44,2022,09,1,0.0
당신의 이웃은 친절하지 않다,안드로,(주)빅픽처,['주식회사 씨엠닉스'],2022-09-,개봉영화,장편,한국,9.0,395.0,250.0,미스터리,15세이상관람가,독립/예술영화,5.59,7.47,2022,09,1,0.0
부적: 남의 운을 빼앗는 자,김세성,머지션스토어,['(주)트리플픽쳐스'],2022-09-,개봉영화,장편,한국,6.0,662.0,336.0,액션,12세이상관람가,독립/예술영화,5.59,8.84,2022,09,1,0.0
주연,송원준,영화사 퐑,['(주)마노엔터테인먼트'],2022-09-,개봉영화,장편,한국,20.0,363.0,302.0,드라마,12세이상관람가,독립/예술영화,5.59,8.04,2022,09,1,0.0
